"cf_id","contact_id","company_name","description","goal","pledged","outcome","backers_count","country","currency","launched_date","end_date","category_id","subcategory_id","contact_id-2","first_name","last_name","email"
434,"3592","Russell-Gardner","Re-engineered systematic monitoring","2900","2900","successful",214,"US","USD","2020-09-16","2021-03-22","cat4","subcat4","3592","Mesut","Morvan","mesut.morvan@gmail.com"
1231,"4914","Walters-Carter","Seamless value-added standardization","4500","4500","successful",222,"US","USD","2020-11-20","2021-11-27","cat3","subcat3","4914","Gregory","Jackson","gregory.jackson@ortiz.com"
3162,"3848","Johnson, Patterson and Montoya","Triple-buffered fresh-thinking frame","19800","19800","successful",1884,"US","USD","2020-09-20","2021-01-15","cat6","subcat14","3848","Nicola","Rossi","nicola.rossi@berry.org"
1717,"2619","Roberts and Sons","Streamlined holistic knowledgebase","6200","6200","successful",218,"AU","AUD","2020-11-03","2021-08-02","cat7","subcat21","2619","Eddie","Collazo","eddie.collazo@gmail.com"
211,"4605","Avila-Nelson","Up-sized intermediate website","61500","61500","successful",6465,"US","USD","2020-03-25","2021-02-19","cat6","subcat19","4605","Philippe","Gardner","philippe.gardner@howells-jones.net"
2635,"6147","Robbins and Sons","Future-proofed directional synergy","100","100","failed",1,"US","USD","2020-09-16","2021-02-27","cat2","subcat2","6147","Roy","Fox","roy.fox@tejeda.com"
1854,"1383","Singleton Ltd","Enhanced user-facing function","7100","7100","failed",101,"US","USD","2020-08-01","2021-07-30","cat4","subcat4","1383","Heiderose","Garcia","heiderose.garcia@noos.fr"
436,"1757","Perez PLC","Operative bandwidth-monitored interface","1000","1000","successful",59,"US","USD","2020-11-25","2021-08-28","cat4","subcat4","1757","Claudine","Rowley","claudine.rowley@industrias.com"
2965,"4390","Rogers, Jacobs and Jackson","Upgradable multi-state instruction set","121500","121500","failed",1335,"CA","CAD","2020-09-03","2021-02-24","cat5","subcat7","4390","Astrid","Roht","astrid.roht@fastwebnet.it"
1034,"4165","Barry Group","De-engineered static Local Area Network","4600","4600","successful",88,"US","USD","2021-06-24","2021-08-28","cat6","subcat10","4165","Auguste","Burnett","auguste.burnett@yahoo.fr"
614,"4529","Rosales, Branch and Harmon","Upgradable grid-enabled superstructure","80500","80500","successful",1697,"US","USD","2020-11-03","2021-09-27","cat2","subcat2","4529","Pellegrino","Allen","pellegrino.allen@gmail.com"
1792,"6084","Smith-Reid","Optimized actuating toolset","4100","4100","failed",15,"GB","GBP","2020-11-03","2021-10-17","cat2","subcat2","6084","Angela","Bowers","angela.bowers@laboratorios.com"
121,"2916","Williams Inc","Decentralized exuding strategy","5700","5700","successful",92,"US","USD","2020-05-03","2021-05-08","cat4","subcat4","2916","Michael","Descamps","michael.descamps@gmail.com"
2936,"2005","Duncan, Mcdonald and Miller","Assimilated coherent hardware","5000","5000","successful",186,"US","USD","2020-11-14","2021-10-24","cat4","subcat4","2005","Heidelore","Kennedy","heidelore.kennedy@guinizzelli.org"
2081,"2261","Watkins Ltd","Multi-channeled responsive implementation","1800","1800","successful",138,"US","USD","2021-04-07","2021-06-30","cat8","subcat15","2261","Lucrezia","Koch","lucrezia.koch@petit.com"
1204,"5342","Allen-Jones","Centralized modular initiative","6300","6300","successful",261,"US","USD","2021-07-15","2021-10-12","cat2","subcat2","5342","Ivan","Accardo","ivan.accardo@web.de"
669,"4087","Mason-Smith","Reverse-engineered cohesive migration","84300","84300","failed",454,"US","USD","2021-08-04","2021-09-13","cat2","subcat2","4087","Karen","Avogadro","karen.avogadro@yahoo.com"
735,"2761","Lloyd, Kennedy and Davis","Compatible multimedia hub","1700","1700","successful",107,"US","USD","2021-02-27","2021-10-02","cat2","subcat8","2761","Laetitia","Gallet","laetitia.gallet@aubry.org"
933,"2908","Walker Ltd","Organic eco-centric success","2900","2900","successful",199,"US","USD","2020-10-26","2021-05-06","cat8","subcat15","2908","Amico","Gosselin","amico.gosselin@shaw.info"
3055,"2155","Gordon PLC","Virtual reciprocal policy","45600","45600","successful",5512,"US","USD","2021-08-29","2021-10-30","cat4","subcat4","2155","Ilaria","Bowen","ilaria.bowen@hotmail.it"
270,"5642","Lee and Sons","Persevering interactive emulation","4900","4900","successful",86,"US","USD","2020-05-15","2021-03-10","cat4","subcat4","5642","Marlen","Coardi","marlen.coardi@colletti.eu"
647,"6217","Cole LLC","Proactive responsive emulation","111900","111900","failed",3182,"IT","EUR","2021-08-07","2022-01-13","cat2","subcat18","6217","Rafael","Alexander","rafael.alexander@jenkins.com"
1219,"4222","Acosta PLC","Extended eco-centric function","61600","61600","successful",2768,"AU","AUD","2021-05-08","2021-09-24","cat4","subcat4","4222","Herma","Gabbana","herma.gabbana@hotmail.com"
1257,"4798","Brown-Mckee","Networked optimal productivity","1500","1500","successful",48,"US","USD","2021-03-23","2022-01-10","cat5","subcat5","4798","Zachary","Vespucci","zachary.vespucci@industrias.com"
2162,"5660","Miles and Sons","Persistent attitude-oriented approach","3500","3500","successful",87,"US","USD","2021-06-11","2021-06-24","cat5","subcat20","5660","Marisol","Richard","marisol.richard@gmail.com"
2274,"5000","Sawyer, Horton and Williams","Triple-buffered 4thgeneration toolset","173900","173900","canceled",1890,"US","USD","2021-10-07","2021-10-13","cat7","subcat12","5000","Joseph","Glover","joseph.glover@laposte.net"
2284,"2809","Foley-Cox","Progressive zero administration leverage","153700","153700","live",61,"US","USD","2021-07-09","2022-01-13","cat8","subcat15","2809","Lauretta","Neal","lauretta.neal@hotmail.de"
407,"3349","Horton, Morrison and Clark","Networked radical neural-net","51100","51100","successful",1894,"US","USD","2021-06-18","2021-10-25","cat4","subcat4","3349","Simone","Sauvage","simone.sauvage@yahoo.com"
2440,"3647","Thomas and Sons","Re-engineered heuristic forecast","7800","7800","successful",282,"CA","CAD","2020-11-04","2021-07-15","cat4","subcat4","3647","Ramona","Brooks","ramona.brooks@kensy.de"
2476,"5745","Morgan-Jenkins","Fully-configurable background algorithm","2400","2400","failed",15,"US","USD","2021-09-13","2021-12-03","cat4","subcat4","5745","Gioele","Schwital","gioele.schwital@moody.com"
41,"2583","Ward, Sanchez and Kemp","Stand-alone discrete Graphical User Interface","3900","3900","successful",116,"US","USD","2021-06-02","2021-12-31","cat6","subcat19","2583","Elena","Jimenez","elena.jimenez@yahoo.com.au"
890,"5441","Fields Ltd","Front-line foreground project","5500","5500","failed",133,"US","USD","2021-05-23","2021-06-21","cat7","subcat12","5441","Pam","Vargas","pam.vargas@guillot.net"
2743,"2090","Ramos-Mitchell","Persevering system-worthy info-mediaries","700","700","successful",83,"US","USD","2020-12-14","2021-04-24","cat4","subcat4","2090","Alison","Morales","alison.morales@lewis.com"
266,"3386","Higgins, Davis and Salazar","Distributed multi-tasking strategy","2700","2700","successful",91,"US","USD","2021-03-28","2021-08-23","cat3","subcat3","3386","Marc","Aumann","marc.aumann@holland.com"
3113,"1816","Smith-Jenkins","Vision-oriented methodical application","8000","8000","successful",546,"US","USD","2020-10-02","2021-07-25","cat4","subcat4","1816","Carla","Butler","carla.butler@yahoo.com"
1909,"4718","Braun PLC","Function-based high-level infrastructure","2500","2500","successful",393,"US","USD","2021-07-06","2021-11-05","cat5","subcat11","4718","Dionigi","Bruce","dionigi.bruce@industrias.com"
962,"1677","Drake PLC","Profound object-oriented paradigm","164500","164500","failed",2062,"US","USD","2020-02-25","2021-04-06","cat4","subcat4","1677","Frank","Henry","frank.henry@yahoo.com"
213,"4218","Ross, Kelly and Brown","Virtual contextually-based circuit","8400","8400","successful",133,"US","USD","2021-07-20","2021-08-18","cat5","subcat20","4218","Brent","Pons","brent.pons@proyectos.net"
2741,"4548","Lucas-Mullins","Business-focused dynamic instruction set","8100","8100","failed",29,"DK","DKK","2020-05-27","2021-03-20","cat2","subcat2","4548","Patricia","Liebelt","patricia.liebelt@baca.org"
2589,"1431","Tran LLC","Ameliorated fresh-thinking protocol","9800","9800","failed",132,"US","USD","2021-02-20","2021-04-10","cat3","subcat3","1431","Micheletto","Sykes","micheletto.sykes@thompson-thompson.com"
1238,"2830","Dawson, Brady and Gilbert","Front-line optimizing emulation","900","900","successful",254,"US","USD","2020-08-19","2021-01-25","cat4","subcat4","2830","Rose","Blanc","rose.blanc@grupo.com"
164,"4400","Obrien-Aguirre","Devolved uniform complexity","112100","112100","canceled",184,"US","USD","2021-02-15","2021-11-12","cat4","subcat4","4400","Vincent","Singh","vincent.singh@gmail.com"
2685,"5773","Ferguson PLC","Public-key intangible superstructure","6300","6300","successful",176,"US","USD","2020-10-03","2021-02-19","cat2","subcat6","5773","Jamie","Peacock","jamie.peacock@interiano-nordio.com"
2836,"4161","Garcia Ltd","Secured global success","5600","5600","failed",137,"DK","DKK","2020-12-13","2021-04-14","cat2","subcat17","4161","Giorgia","Dijoux","giorgia.dijoux@paul.com"
2062,"2062","Smith, Love and Smith","Grass-roots mission-critical capability","800","800","successful",337,"CA","CAD","2021-03-11","2021-08-18","cat4","subcat4","2062","Serena","Piacentini","serena.piacentini@yahoo.de"
3111,"3458","Wilson, Hall and Osborne","Advanced global data-warehouse","168600","168600","failed",908,"US","USD","2020-11-18","2021-08-16","cat5","subcat5","3458","Dimitri","Posada","dimitri.posada@gmail.com"
1414,"3174","Bell, Grimes and Kerr","Self-enabling uniform complexity","1800","1800","successful",107,"US","USD","2021-03-05","2022-02-20","cat3","subcat3","3174","Alexa","Barillaro","alexa.barillaro@ramos.net"
2765,"5565","Ho-Harris","Versatile cohesive encoding","7300","7300","failed",10,"US","USD","2020-12-01","2021-09-28","cat1","subcat1","5565","Megan","Kuhl","megan.kuhl@despacho.com"
939,"1906","Ross Group","Organized executive solution","6500","6500","canceled",32,"IT","EUR","2021-02-02","2021-03-26","cat4","subcat4","1906","Kaitlyn","Farinelli","kaitlyn.farinelli@outlook.com"
390,"5479","Turner-Davis","Automated local emulation","600","600","successful",183,"US","USD","2021-02-17","2021-06-09","cat4","subcat4","5479","Jonathan","Castellitto","jonathan.castellitto@libero.it"
2851,"4320","Smith, Jackson and Herrera","Enterprise-wide intermediate middleware","192900","192900","failed",1910,"CH","CHF","2021-02-07","2021-10-24","cat4","subcat4","4320","Lisa","Terragni","lisa.terragni@proyectos.com"
1607,"4213","Smith-Hess","Grass-roots real-time Local Area Network","6100","6100","failed",38,"AU","AUD","2020-04-28","2021-03-10","cat4","subcat4","4213","Olivier","Petrucelli","olivier.petrucelli@letta-raurica.eu"
3201,"3373","Brown, Herring and Bass","Organized client-driven capacity","7200","7200","failed",104,"AU","AUD","2020-11-26","2021-03-11","cat4","subcat4","3373","Jos","Trobbiani","jos.trobbiani@samson.com"
641,"4184","Chase, Garcia and Johnson","Adaptive intangible database","3500","3500","successful",72,"US","USD","2021-05-20","2021-06-21","cat2","subcat2","4184","Mirjam","Dawson","mirjam.dawson@yahoo.com"
524,"5472","Ramsey and Sons","Grass-roots contextually-based algorithm","3800","3800","failed",49,"US","USD","2021-11-23","2022-02-05","cat1","subcat1","5472","Javier","Tessier","javier.tessier@mclaughlin.biz"
2423,"5559","Cooke PLC","Focused executive core","100","100","failed",1,"DK","DKK","2020-12-05","2021-09-25","cat6","subcat10","5559","Mirjana","Collins","mirjana.collins@hotmail.com"
1532,"5419","Wong-Walker","Multi-channeled disintermediate policy","900","900","successful",295,"US","USD","2021-06-08","2021-09-04","cat5","subcat5","5419","Vanessa","Tschentscher","vanessa.tschentscher@mitchell.com"
1748,"4171","Ferguson, Collins and Mata","Customizable bi-directional hardware","76100","76100","failed",245,"US","USD","2020-06-07","2021-05-24","cat4","subcat4","4171","Antonina","Cobb","antonina.cobb@gibson.org"
3168,"1302","Guerrero, Flores and Jenkins","Networked optimal architecture","3400","3400","failed",32,"US","USD","2021-01-12","2021-12-22","cat2","subcat8","1302","Bernard","Durand","bernard.durand@royer.com"
1077,"3520","Peterson PLC","User-friendly discrete benchmark","2100","2100","successful",142,"US","USD","2021-02-03","2021-04-10","cat5","subcat5","3520","Corey","Greggio","corey.greggio@johnson.org.au"
3114,"6010","Townsend Ltd","Grass-roots actuating policy","2800","2800","successful",85,"US","USD","2021-01-27","2021-05-15","cat4","subcat4","6010","Rodolfo","Couturier","rodolfo.couturier@tim.it"
2547,"4617","Rush, Reed and Hall","Enterprise-wide 3rdgeneration knowledge user","6500","6500","failed",7,"US","USD","2021-08-12","2021-11-18","cat4","subcat4","4617","Pierre","Cardenas","pierre.cardenas@luzi-bonomo.eu"
2065,"1417","Salazar-Dodson","Face-to-face zero tolerance moderator","32900","32900","successful",659,"DK","DKK","2021-03-20","2021-09-25","cat6","subcat14","1417","Romeo","Surian","romeo.surian@batista.com"
1143,"4770","Davis Ltd","Grass-roots optimizing projection","118200","118200","failed",803,"US","USD","2021-07-17","2021-11-18","cat4","subcat4","4770","Ivo","Moreno","ivo.moreno@hotmail.com"
2545,"4328","Harris-Perry","User-centric 6thgeneration attitude","4100","4100","canceled",75,"US","USD","2021-03-05","2021-07-26","cat2","subcat8","4328","Federico","Marie","federico.marie@jourdan.fr"
1315,"5171","Velazquez, Hunt and Ortiz","Switchable zero tolerance website","7800","7800","failed",16,"US","USD","2021-03-28","2021-04-23","cat7","subcat12","5171","Maggie","Boito","maggie.boito@yahoo.com"
2219,"4394","Flores PLC","Focused real-time help-desk","6300","6300","successful",121,"US","USD","2020-12-09","2021-05-09","cat4","subcat4","4394","Brianna","Hanson","brianna.hanson@stanley.com"
854,"1794","Martinez LLC","Robust impactful approach","59100","59100","successful",3742,"US","USD","2020-12-31","2022-02-06","cat4","subcat4","1794","Heiko","Bourgeois","heiko.bourgeois@togliatti.com"
336,"3510","Miller-Irwin","Secured maximized policy","2200","2200","successful",223,"US","USD","2021-11-26","2021-12-02","cat2","subcat2","3510","Benito","Gritti","benito.gritti@gmail.com"
3014,"2487","Sanchez-Morgan","Realigned upward-trending strategy","1400","1400","successful",133,"US","USD","2020-06-04","2021-04-11","cat5","subcat5","2487","Mitzy","Junk","mitzy.junk@zaragoza.com"
326,"2215","Lopez, Adams and Johnson","Open-source interactive knowledge user","9500","9500","failed",31,"US","USD","2021-07-10","2021-08-03","cat4","subcat4","2215","Samantha","Lowe","samantha.lowe@praga.it"
2991,"4136","Martin-Marshall","Configurable demand-driven matrix","9600","9600","failed",108,"IT","EUR","2020-12-19","2021-10-06","cat1","subcat1","4136","Ernesto","Nerger","ernesto.nerger@middleton.co.uk"
1359,"3723","Summers PLC","Cross-group coherent hierarchy","6600","6600","failed",30,"US","USD","2020-07-31","2021-03-22","cat4","subcat4","3723","Melinda","Canova","melinda.canova@orange.fr"
341,"5842","Young, Hart and Ryan","Decentralized demand-driven open system","5700","5700","failed",17,"US","USD","2021-07-29","2021-09-25","cat2","subcat2","5842","Mohammad","Hartung","mohammad.hartung@hotmail.com"
2365,"3289","Mills Group","Advanced empowering matrix","8400","8400","canceled",64,"US","USD","2020-03-24","2021-02-22","cat3","subcat3","3289","Ben","Maillot","ben.maillot@ramos.net"
358,"1249","Sandoval-Powell","Phased holistic implementation","84400","84400","failed",80,"US","USD","2021-05-09","2021-08-03","cat6","subcat14","1249","Isabel","Pruschke","isabel.pruschke@gmail.com"
583,"5409","Mills, Frazier and Perez","Proactive attitude-oriented knowledge user","170400","170400","failed",2468,"US","USD","2021-05-30","2021-09-09","cat5","subcat13","5409","Linda","Franceschi","linda.franceschi@richards.net"
1373,"2951","Hebert Group","Visionary asymmetric Graphical User Interface","117900","117900","successful",5168,"US","USD","2021-03-18","2021-03-22","cat4","subcat4","2951","Olivia","Striebitz","olivia.striebitz@gmail.com"
2665,"3432","Cole, Smith and Wood","Integrated zero-defect help-desk","8900","8900","failed",26,"GB","GBP","2021-05-03","2022-01-25","cat5","subcat5","3432","Penny","Watson","penny.watson@matthews.net"
2500,"2297","Harris, Hall and Harris","Inverse analyzing matrices","7100","7100","successful",307,"US","USD","2021-04-18","2021-08-28","cat4","subcat4","2297","Manfred","James","manfred.james@davies.org"
921,"6161","Saunders Group","Programmable systemic implementation","6500","6500","failed",73,"US","USD","2020-05-31","2021-01-31","cat4","subcat4","6161","Hazel","Pierce","hazel.pierce@outlook.com"
135,"4603","Pham, Avila and Nash","Multi-channeled next generation architecture","7200","7200","failed",128,"US","USD","2020-05-27","2021-04-14","cat5","subcat11","4603","Alf","Bates","alf.bates@dunn.com"
2413,"5818","Patterson, Salinas and Lucas","Digitized 3rdgeneration encoding","2600","2600","failed",33,"US","USD","2020-04-10","2021-04-15","cat4","subcat4","5818","Scott","Gough","scott.gough@industrias.com"
3004,"4270","Young PLC","Innovative well-modulated functionalities","98700","98700","successful",2441,"US","USD","2020-09-01","2021-05-03","cat2","subcat2","4270","Konrad","Briones","konrad.briones@fierro.com"
1911,"6007","Willis and Sons","Fundamental incremental database","93800","93800","live",211,"US","USD","2021-04-06","2021-06-16","cat7","subcat12","6007","Mathilde","Kruschwitz","mathilde.kruschwitz@yahoo.com"
2726,"4084","Thompson-Bates","Expanded encompassing open architecture","33700","33700","successful",1385,"GB","GBP","2021-01-05","2021-04-18","cat5","subcat5","4084","Irma","Gemito","irma.gemito@googlemail.com"
2049,"1340","Rose-Silva","Intuitive static portal","3300","3300","successful",190,"US","USD","2021-01-30","2021-06-25","cat1","subcat1","1340","Antoine","Guyon","antoine.guyon@yahoo.com"
1732,"5675","Pacheco, Johnson and Torres","Optional bandwidth-monitored definition","20700","20700","successful",470,"US","USD","2020-07-30","2021-03-22","cat3","subcat9","5675","William","Gibilisco","william.gibilisco@gaillard.com"
1174,"2010","Carlson, Dixon and Jones","Persistent well-modulated synergy","9600","9600","successful",253,"US","USD","2020-10-28","2021-05-02","cat4","subcat4","2010","Judith","Butte","judith.butte@fischer-vaughn.info"
1194,"6201","Mcgee Group","Assimilated discrete algorithm","66200","66200","successful",1113,"US","USD","2020-06-27","2021-05-04","cat2","subcat2","6201","Joanne","Henderson","joanne.henderson@gmail.com"
3176,"1791","Jordan-Acosta","Operative uniform hub","173800","173800","successful",2283,"US","USD","2020-02-27","2021-02-12","cat2","subcat2","1791","Ludovica","Arellano","ludovica.arellano@morandi-argento.com"
642,"3314","Nunez Inc","Customizable intangible capability","70700","70700","failed",1072,"US","USD","2020-11-06","2021-07-21","cat2","subcat2","3314","Catherine","Gray","catherine.gray@hotmail.com"
34,"5852","Hayden Ltd","Innovative didactic analyzer","94500","94500","successful",1095,"US","USD","2020-06-17","2021-07-08","cat4","subcat4","5852","Franco","Fioravanti","franco.fioravanti@barry-gill.com.au"
217,"4618","Gonzalez-Burton","Decentralized intangible encoding","69800","69800","successful",1690,"US","USD","2020-12-20","2021-04-27","cat4","subcat4","4618","Heather","Zimmer","heather.zimmer@bluemel.de"
1693,"2618","Lewis, Taylor and Rivers","Front-line transitional algorithm","136300","136300","canceled",1297,"CA","CAD","2021-02-07","2022-02-10","cat4","subcat4","2618","Hortense","Taylor","hortense.taylor@chambers.biz"
2333,"4967","Butler, Henry and Espinoza","Switchable didactic matrices","37100","37100","failed",393,"US","USD","2021-04-03","2021-12-23","cat8","subcat15","4967","Livia","Ernst","livia.ernst@colas.fr"
80,"4594","Guzman Group","Ameliorated disintermediate utilization","114300","114300","failed",1257,"US","USD","2021-02-10","2021-09-22","cat2","subcat8","4594","Toby","Etzler","toby.etzler@industrias.com"
2847,"2080","Gibson-Hernandez","Visionary foreground middleware","47900","47900","failed",328,"US","USD","2021-02-17","2021-06-09","cat4","subcat4","2080","Ennio","Leoncavallo","ennio.leoncavallo@sanchez.org"
3104,"2793","Spencer-Weber","Optional zero-defect task-force","9000","9000","failed",147,"US","USD","2020-12-05","2021-07-13","cat4","subcat4","2793","Philippine","Vaca","philippine.vaca@hotmail.com"
980,"4890","Berger, Johnson and Marshall","Devolved exuding emulation","197600","197600","failed",830,"US","USD","2020-12-12","2021-06-18","cat7","subcat12","4890","Rhonda","Phillips","rhonda.phillips@yahoo.com"
476,"3528","Taylor, Cisneros and Romero","Open-source neutral task-force","157600","157600","failed",331,"GB","GBP","2021-04-06","2021-08-09","cat5","subcat7","3528","Alphonse","Nitto","alphonse.nitto@voila.fr"
116,"5810","Little-Marsh","Virtual attitude-oriented migration","8000","8000","failed",25,"US","USD","2021-10-07","2021-12-28","cat2","subcat8","5810","Karina","Arreola","karina.arreola@yahoo.com.au"
2900,"5720","Petersen and Sons","Open-source full-range portal","900","900","successful",191,"US","USD","2021-05-03","2022-02-13","cat3","subcat3","5720","Denise","Wood","denise.wood@mantegna.com"
553,"4593","Hensley Ltd","Versatile cohesive open system","199000","199000","failed",3483,"US","USD","2021-07-27","2021-11-21","cat1","subcat1","4593","Burghard","Rosenow","burghard.rosenow@hotmail.com"
2834,"3186","Navarro and Sons","Multi-layered bottom-line frame","180800","180800","failed",923,"US","USD","2021-05-27","2021-06-01","cat4","subcat4","3186","Friedl","Powell","friedl.powell@laposte.net"
2314,"5136","Shannon Ltd","Pre-emptive neutral capacity","100","100","failed",1,"US","USD","2021-01-19","2021-07-25","cat2","subcat18","5136","Benjamin","Schultz","benjamin.schultz@rivero-davila.com"
2005,"2646","Young LLC","Universal maximized methodology","74100","74100","successful",2013,"US","USD","2021-09-12","2021-10-05","cat2","subcat2","2646","Rachel","Ulibarri","rachel.ulibarri@schueler.com"
2514,"3460","Adams, Willis and Sanchez","Expanded hybrid hardware","2800","2800","failed",33,"CA","CAD","2021-04-25","2021-07-05","cat4","subcat4","3460","Silvano","Blanchet","silvano.blanchet@yahoo.com"
702,"4345","Mills-Roy","Profit-focused multi-tasking access","33600","33600","successful",1703,"US","USD","2020-07-25","2021-04-16","cat4","subcat4","4345","Kurt","Sauer","kurt.sauer@almanza.biz"
42,"2690","Brown Group","Profit-focused transitional capability","6100","6100","successful",80,"DK","DKK","2020-11-22","2021-04-06","cat5","subcat5","2690","Nayeli","Gehringer","nayeli.gehringer@hotmail.com"
948,"4025","Burns-Burnett","Front-line scalable definition","3800","3800","live",86,"US","USD","2020-08-28","2021-05-19","cat3","subcat9","4025","Imelda","Guerin","imelda.guerin@stumpf.net"
2926,"4524","Glass, Nunez and Mcdonald","Open-source systematic protocol","9300","9300","failed",40,"IT","EUR","2021-10-12","2022-01-18","cat4","subcat4","4524","Zbigniew","Holmes","zbigniew.holmes@stiffel.net"
1971,"3978","Perez, Davis and Wilson","Implemented tangible algorithm","2300","2300","successful",41,"US","USD","2020-10-20","2021-08-25","cat7","subcat12","3978","Adela","Alfonsi","adela.alfonsi@despacho.com"
748,"3910","Diaz-Garcia","Profit-focused 3rdgeneration circuit","9700","9700","failed",23,"CA","CAD","2021-03-05","2021-03-14","cat8","subcat15","3910","Hilary","Clark","hilary.clark@libero.it"
684,"5825","Salazar-Moon","Compatible needs-based architecture","4000","4000","successful",187,"US","USD","2020-09-03","2021-07-16","cat5","subcat11","5825","Kornelius","Molina","kornelius.molina@heuser.com"
385,"3564","Larsen-Chung","Right-sized zero tolerance migration","59700","59700","successful",2875,"GB","GBP","2020-12-28","2021-12-26","cat4","subcat4","3564","Christian","Anderson","christian.anderson@tim.it"
3007,"2396","Anderson and Sons","Quality-focused reciprocal structure","5500","5500","successful",88,"US","USD","2021-03-07","2021-05-28","cat4","subcat4","2396","Francisco","Dorsey","francisco.dorsey@tiscali.fr"
2612,"2140","Lawrence Group","Automated actuating conglomeration","3700","3700","successful",191,"US","USD","2021-04-23","2022-01-26","cat2","subcat2","2140","Walli","Albert","walli.albert@dussen.com"
807,"3079","Gray-Davis","Re-contextualized local initiative","5200","5200","successful",139,"US","USD","2021-03-12","2021-10-07","cat2","subcat2","3079","Siegrun","Mota","siegrun.mota@matthews-montoya.org.au"
2087,"2017","Ramirez-Myers","Switchable intangible definition","900","900","successful",186,"US","USD","2020-11-25","2021-10-16","cat2","subcat8","2017","Alberico","Herve","alberico.herve@beer.net"
53,"5444","Lucas, Hall and Bonilla","Networked bottom-line initiative","1600","1600","successful",112,"AU","AUD","2021-07-24","2021-09-11","cat4","subcat4","5444","Serafina","Bonnin","serafina.bonnin@mendes.com"
2944,"2216","Williams, Perez and Villegas","Robust directional system engine","1800","1800","successful",101,"US","USD","2021-01-25","2021-07-21","cat4","subcat4","2216","Marcelle","Bender","marcelle.bender@edwards-robinson.info"
2963,"1241","Brooks, Jones and Ingram","Triple-buffered explicit methodology","9900","9900","failed",75,"US","USD","2021-05-12","2022-01-18","cat4","subcat4","1241","Hartmuth","Robertson","hartmuth.robertson@thomas.edu.au"
2976,"1484","Whitaker, Wallace and Daniels","Reactive directional capacity","5200","5200","successful",206,"GB","GBP","2021-07-05","2021-10-15","cat5","subcat5","1484","Herlinde","George","herlinde.george@free.fr"
3051,"3475","Smith-Gonzalez","Polarized needs-based approach","5400","5400","successful",154,"US","USD","2021-03-30","2021-06-02","cat5","subcat20","3475","Pamela","Payne","pamela.payne@yahoo.com"
2777,"4333","Skinner PLC","Intuitive well-modulated middleware","112300","112300","successful",5966,"US","USD","2021-07-01","2021-08-19","cat4","subcat4","4333","Gastone","Beyer","gastone.beyer@stewart-sanchez.edu"
3064,"5657","Nolan, Smith and Sanchez","Multi-channeled logistical matrices","189200","189200","failed",2176,"US","USD","2021-10-19","2021-10-24","cat4","subcat4","5657","Lydia","Berengario","lydia.berengario@aol.de"
56,"2527","Green-Carr","Pre-emptive bifurcated artificial intelligence","900","900","successful",169,"US","USD","2021-05-15","2021-12-02","cat5","subcat5","2527","Lucy","Davidson","lucy.davidson@tele2.it"
763,"5967","Brown-Parker","Down-sized coherent toolset","22500","22500","successful",2106,"US","USD","2021-01-23","2021-06-25","cat4","subcat4","5967","Franck","Wade","franck.wade@gute.org"
896,"5698","Marshall Inc","Open-source multi-tasking data-warehouse","167400","167400","failed",441,"US","USD","2021-03-10","2021-04-06","cat5","subcat5","5698","Heidi","Barker","heidi.barker@gmail.com"
1409,"3331","Leblanc-Pineda","Future-proofed upward-trending contingency","2700","2700","failed",25,"US","USD","2021-08-13","2021-11-21","cat2","subcat8","3331","Arnaldo","Ocasio","arnaldo.ocasio@hotmail.com"
2889,"3841","Perry PLC","Mandatory uniform matrix","3400","3400","successful",131,"US","USD","2020-06-23","2021-05-10","cat2","subcat2","3841","Francis","Bernier","francis.bernier@rodriguez.com"
2338,"6105","Klein, Stark and Livingston","Phased methodical initiative","49700","49700","failed",127,"US","USD","2021-01-17","2021-12-09","cat4","subcat4","6105","Johanne","Strong","johanne.strong@yahoo.de"
2905,"3895","Fleming-Oliver","Managed stable function","178200","178200","failed",355,"US","USD","2021-02-10","2021-07-26","cat5","subcat5","3895","Debra","Langlois","debra.langlois@schmiedecke.com"
1779,"1891","Reilly, Aguirre and Johnson","Realigned clear-thinking migration","7200","7200","failed",44,"GB","GBP","2020-07-18","2021-01-31","cat4","subcat4","1891","Reingard","Kambs","reingard.kambs@sagese.eu"
2291,"1281","Davidson, Wilcox and Lewis","Optional clear-thinking process improvement","2500","2500","successful",84,"US","USD","2020-12-26","2021-04-04","cat4","subcat4","1281","Mauro","Ortiz","mauro.ortiz@oquendo.net"
3192,"4186","Michael, Anderson and Vincent","Cross-group global moratorium","5300","5300","successful",155,"US","USD","2020-12-08","2021-09-05","cat4","subcat4","4186","Griselda","Carranza","griselda.carranza@krause.de"
1696,"2511","King Ltd","Visionary systemic process improvement","9100","9100","failed",67,"US","USD","2021-03-29","2021-06-11","cat8","subcat15","2511","Janet","Madrigal","janet.madrigal@gmail.com"
1559,"4272","Baker Ltd","Progressive intangible flexibility","6300","6300","successful",189,"US","USD","2021-04-18","2021-12-22","cat1","subcat1","4272","Jenna","Day","jenna.day@reed.com"
1405,"3533","Baker, Collins and Smith","Reactive real-time software","114400","114400","successful",4799,"US","USD","2021-09-13","2021-12-16","cat5","subcat5","3533","Modesto","Wright","modesto.wright@pareto.com"
